row,gender,Insurer,risk,with name?,state,coverage,duration,Compensation,Medical fee per incident,Medical fee in period,Franchise percentage,Minimum franchise,previous period,History of damage?,Bachelor's calculation?,Total premium?,Risk percentage,churn
979,male,person,moderate risk,no,Lorestan,annually,365,2000000000,20000000,20000000,0,0,no,no,no,4272480,0,no
980,male,person,risky,no,Bushehr,annually,365,14000000000,10000000,70000000,5,250000,no,no,no,8053668,0,no
981,female,company,low risk,no,Fars,daily,30,4000000000,30000000,60000000,5,250000,no,no,no,1080000,0,no
982,male,company,risky,no,Tehran,short term,30,4000000000,20000000,40000000,5,100000,no,no,no,2248668,0,yes
983,male,person,risky,no,Bushehr,annually,365,14000000000,10000000,70000000,5,250000,no,no,no,8053668,0,no
984,male,person,risky,no,Bushehr,annually,365,10000000000,20000000,100000000,10,250000,no,no,no,6660901,0,no
985,male,person,risky,no,Mazandaran,annually,365,2000000000,10000000,10000000,5,250000,no,no,no,2468232,0,no
986,male,person,risky,no,Markazi,daily,31,2000000000,30000000,30000000,10,500000,no,no,no,1080000,0,no
987,male,person,risky,no,Bushehr,annually,365,14000000000,20000000,140000000,10,250000,no,no,no,8484804,0,no
988,male,person,moderate risk,no,Tehran,short term,92,6000000000,30000000,90000000,5,250000,no,no,no,5311872,0,no
989,male,person,moderate risk,no,Razavi Khorasan,daily,182,4000000000,10000000,20000000,5,250000,no,no,no,10856592,0,no
990,male,person,risky,no,Bushehr,annually,365,14000000000,10000000,70000000,5,250000,no,no,no,8053668,0,no
991,male,person,risky,no,Hormozgan,annually,365,6000000000,0,0,0,0,no,no,no,3790800,0,no
992,male,person,low risk,no,Fars,short term,31,2000000000,30000000,30000000,5,250000,no,no,no,1080000,0,no
993,male,person,moderate risk,no,Mazandaran,annually,365,8000000000,50000000,200000000,5,250000,yes,no,no,4995972,0,yes
994,female,person,low risk,no,Isfahan,annually,365,10000000000,20000000,100000000,5,250000,yes,no,no,4994676,0,yes
995,male,person,moderate risk,no,Kordestan,annually,365,2000000000,50000000,50000000,5,25000,yes,no,yes,2451600,0,yes
996,male,person,risky,no,Hormozgan,annually,365,6000000000,0,0,0,0,no,no,no,3790800,0,no
997,male,person,risky,no,Hormozgan,annually,365,6000000000,0,0,0,0,no,no,no,3790800,0,no
998,male,person,risky,no,Bushehr,annually,365,12000000000,30000000,180000000,10,250000,yes,no,no,16346341,0,no
999,male,person,low risk,no,Mazandaran,annually,365,4000000000,20000000,40000000,5,250000,yes,no,no,2612736,0,yes
1000,male,person,risky,no,Hormozgan,annually,365,6000000000,0,0,0,0,yes,no,no,3790800,0,yes
1001,male,person,low risk,yes,Semnan,annually,365,4000000000,50000000,100000000,5,250000,yes,no,no,4921884,0,yes
1002,male,person,low risk,no,Semnan,annually,365,6000000000,50000000,150000000,5,250000,yes,no,no,6351372,0,yes
1003,male,person,risky,no,Markazi,annually,365,2000000000,50000000,50000000,10,500000,no,no,no,8475516,0,no
1004,male,person,risky,no,Hormozgan,annually,365,6000000000,0,0,0,0,no,no,no,3790800,0,no
1005,male,person,moderate risk,yes,Semnan,annually,365,2000000000,50000000,50000000,5,250000,yes,yes,no,7064388,0,yes
1006,male,person,moderate risk,no,Qazvin,short term,61,4000000000,40000000,80000000,5,250000,no,no,no,3409884,0,no
1007,male,person,low risk,no,West Azerbaijan,annually,365,6000000000,100000000,300000000,5,250000,no,no,no,2969892,0,no
1008,male,person,moderate risk,yes,Khuzestan,annually,365,2000000000,20000000,20000000,5,250000,yes,no,no,3079188,20,yes
1009,male,person,risky,no,Kermanshah,short term,61,2000000000,10000000,10000000,5,250000,no,no,no,1757160,0,no
1010,male,person,risky,no,Kermanshah,annually,365,4000000000,40000000,80000000,5,250000,no,no,no,6576228,0,no
1011,male,company,moderate risk,no,Kordestan,annually,365,4000000000,50000000,100000000,5,250000,yes,no,no,11589588,0,yes
1012,male,person,risky,no,North Khorasan,daily,151,4000000000,50000000,100000000,5,250000,no,no,no,5638680,0,no
1013,male,company,moderate risk,no,Kermanshah,annually,365,6000000000,50000000,150000000,5,250000,no,no,no,17816760,0,no
1014,male,company,low risk,no,Kermanshah,annually,365,6000000000,50000000,150000000,5,250000,no,no,no,6820524,0,no
1015,male,person,low risk,no,Kohgiluyeh and Boyer-Ahmad,annually,365,2000000000,30000000,30000000,5,250000,no,no,no,2166480,0,no
1016,male,person,low risk,yes,Semnan,annually,365,4000000000,20000000,40000000,5,250000,no,no,no,4294836,0,no
1017,male,person,moderate risk,no,Semnan,annually,365,8000000000,50000000,200000000,5,250000,yes,no,no,10770192,0,yes
1018,male,person,low risk,no,Kermanshah,annually,365,4000000000,50000000,100000000,5,250000,no,no,no,3414852,0,no
1019,male,person,moderate risk,no,Hormozgan,short term,61,2000000000,10000000,10000000,5,250000,no,no,no,1606068,0,no
1020,male,person,risky,no,Lorestan,daily,91,4000000000,50000000,100000000,5,500000,no,no,no,1380348,0,no
1021,male,company,risky,no,Kerman,short term,93,2000000000,30000000,30000000,5,250000,yes,no,no,1763532,0,yes
1022,male,person,risky,no,Tehran,daily,31,4000000000,50000000,100000000,0,0,no,no,no,2984472,0,no
1023,female,person,moderate risk,no,East Azarbaijan,short term,61,2000000000,20000000,20000000,10,250000,no,no,no,2980476,0,no
1024,male,company,low risk,no,Hormozgan,annually,365,6000000000,10000000,30000000,5,250000,yes,no,no,7128972,0,yes
1025,male,person,risky,no,Bushehr,annually,365,12000000000,30000000,180000000,10,250000,no,no,no,13781124,0,no
1026,male,person,moderate risk,no,Semnan,annually,365,8000000000,50000000,200000000,5,250000,yes,no,no,12182508,0,yes
1027,male,person,moderate risk,no,Kermanshah,short term,30,4000000000,10000000,20000000,5,250000,no,no,no,1540296,0,no
1028,male,person,low risk,no,Tehran,daily,30,4000000000,40000000,80000000,5,250000,no,no,no,1080000,0,no
1029,male,person,low risk,no,Tehran,daily,30,4000000000,40000000,80000000,5,250000,no,no,no,1080000,0,no
1030,male,person,low risk,no,Tehran,daily,30,4000000000,40000000,80000000,5,250000,no,no,no,1080000,0,no
1031,male,person,low risk,no,Tehran,daily,30,4000000000,40000000,80000000,5,250000,no,no,no,1080000,0,no
1032,male,person,low risk,no,Tehran,daily,30,4000000000,40000000,80000000,5,250000,no,no,no,1080000,0,no
1033,male,company,low risk,yes,Kordestan,daily,257,10000000000,50000000,250000000,5,250000,no,no,yes,3499200,0,no
1034,male,person,moderate risk,no,Hormozgan,annually,365,2000000000,20000000,20000000,5,250000,yes,no,no,1752732,0,yes
1035,male,company,low risk,yes,Kermanshah,annually,365,10000000000,50000000,250000000,5,250000,no,no,no,8056584,0,no
1036,male,person,moderate risk,no,Markazi,daily,90,6000000000,20000000,60000000,10,500000,yes,no,no,1731888,0,yes
1037,male,person,moderate risk,no,Kermanshah,short term,30,2000000000,30000000,30000000,5,250000,no,no,no,1391688,0,no
1038,male,person,low risk,no,Tehran,annually,365,8000000000,30000000,90000000,5,250000,no,no,no,8767872,0,no
1039,male,person,risky,no,Bushehr,annually,365,6000000000,10000000,30000000,10,250000,no,no,no,4836781,0,no
1040,male,person,moderate risk,no,Kermanshah,short term,30,4000000000,50000000,100000000,5,250000,no,no,no,1583712,0,no
1041,male,company,risky,yes,Semnan,annually,365,4000000000,70000000,140000000,0,0,yes,no,no,10999800,0,yes
1042,female,person,low risk,no,Isfahan,annually,365,6000000000,20000000,60000000,5,250000,yes,no,no,1857492,0,yes
1043,female,company,low risk,no,Razavi Khorasan,annually,365,10000000000,10000000,50000000,5,250000,yes,no,no,6000264,22.7,yes
1044,male,person,low risk,no,Lorestan,annually,365,4000000000,30000000,60000000,10,500000,yes,no,no,6668352,0,yes
1045,male,person,low risk,no,Isfahan,annually,365,4000000000,20000000,40000000,5,250000,yes,no,no,1657476,0,yes
1046,male,person,moderate risk,no,Kermanshah,short term,30,2000000000,10000000,10000000,5,250000,no,no,no,1528524,15,no
1047,male,company,low risk,no,Mazandaran,annually,365,2000000000,10000000,10000000,5,250000,no,no,no,1332504,0,no
1048,male,person,risky,no,Tehran,daily,108,4000000000,20000000,40000000,5,250000,no,no,yes,1782324,0,no
1049,female,person,low risk,no,Isfahan,annually,365,4000000000,20000000,40000000,5,250000,yes,no,no,1714608,0,yes
1050,male,company,risky,no,Semnan,annually,365,4000000000,100000000,200000000,0,0,yes,no,no,6710796,0,yes
1051,male,company,moderate risk,no,Semnan,annually,365,4000000000,100000000,200000000,0,0,yes,no,no,6577632,0,yes
1052,male,person,low risk,yes,Semnan,annually,365,2000000000,70000000,70000000,0,0,no,no,no,3077568,0,no
1053,male,person,moderate risk,no,Tehran,annually,365,6000000000,30000000,90000000,5,250000,no,no,no,4315572,0,yes
